"FON KODU"	"FON ADI"	"KATEGORİ"	"ALT KATEGORİ"	"FİYAT"	"RİSK DEĞERİ"	"GÜNLÜK"	"HAFTALIK"	"1AY"	"3AY"	"YBB"	"6AY"	"1YIL"	"3YIL"	"5YIL"	"STANDART SAPMA"	"DEĞİŞKENLİK KATSAYISI"	"SHARPE"	"AŞAĞI YÖNLÜ RİSK"	"NEGATİF GETİRİLİ GÜN SAYISI"	"NEGATİF GETİRİLİ GÜN ORANI"	"MAKSİMUM KAYIP"	"FONUN YAŞI"	"PORTFÖY BÜYÜKLÜĞÜ"	"YATIRIMCI SAYISI"	"YÖNETİM ÜCRETİ"	"AZAMİ FON İŞLETİM GİDERİ"	"TEDAVÜLDEKİ PAY ADETİ"	"DOLULUK ORANI"	"ALIŞ VALÖRÜ"	"SATIŞ VALÖRÜ"	"MİNİMUM ALIŞ MİKTARI"	"MAXİMUM ALIŞ MİKTARI"	"MİNİMUM SATIŞ MİKTARI"	"MAXİMUM SATIŞ MİKTARI"	"BANKA BONOSU"	"BYF KATILMA PAYI"	"DEVLET TAHVİLİ"	"DİĞER"	"DÖVİZ KAMU İÇ BORÇLANMA ARACI"	"DÖVİZ ÖDEMELİ BONO"	"DÖVİZ ÖDEMELİ TAHVİL"	"EUROBONDS"	"FİNANSMAN BONOSU"	"FON KATILMA BELGESİ"	"GAYRİMENKUL SERTİFİKASI"	"GAYRİMENKUL YATIRIM FON KATILMA PAYI"	"GİRİŞİM YATIRIM FON KATILMA PAYI"	"HAZİNE BONOSU"	"HİSSE SENEDİ"	"KAMU DIŞ BORÇLANMA ARACI"	"KAMU KİRA SERTİFİKASI"	"KAMU KİRA SERTİFİKASI DÖVİZ"	"KAMU KİRA SERTİFİKASI TL"	"KAMU YURT DIŞI KİRA SERTİFİKASI"	"KATILIM HESABI"	"KATILIM HESABI ALTIN"	"KATILIM HESABI DÖVİZ"	"KATILIM HESABI TL"	"KIYMETLİ MADEN"	"KIYMETLİ MADEN CİNSİNDEN BYF"	"KIYMETLİ MADEN KAMU BORÇLANMA ARACI"	"KIYMETLİ MADEN KAMU KİRA SERTİFİKASI"	"MEVDUAT ALTIN"	"MEVDUAT DÖVİZ"	"MEVDUAT TL"	"ÖZEL SEKTÖR YURT DIŞI KİRA SERTİFİKASI"	"ÖZEL SEKTÖR DIŞ BORÇ ARACI"	"ÖZEL SEKTÖR KİRA SERTİFİKASI"	"ÖZEL SEKTÖR TAHVİLİ"	"REPO"	"TAKASBANK PARA PİYASASI"	"TERS REPO"	"TÜREV ARACI"	"VADELİ İŞLEMLER NAKİT TEMİNATI"	"VADELİ MEVDUAT"	"VARLIĞA DAYALI MENKUL KIYMET"	"YABANCI BORÇLANMA ARACI"	"YABANCI BORSA YATIRIM FONU"	"YABANCI HİSSE SENEDİ"	"YABANCI KAMU BORÇLANMA ARACI"	"YABANCI MENKUL KIYMET"	"YABANCI ÖZEL SEKTÖR BORÇLANMA ARACI"	"YATIRIM FONLARI KATILMA PAYI"
"NRC"	"Neo Portföy Birinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"8.003513"	"7"	"3.2622"	"-5.1179"	"-7.4253"	"-18.3090"	"16.3997"	"-16.5824"	"14.3032"	"N/A"	"N/A"	"25.39"	"1.78"	"-1.80"	"17.58"	"124"	"49.60"	"-28.03"	"3"	"598933493"	"11800"	"2.90"	"3.65"	"74833826"	"7.48"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"53.48"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.01"	""	""	""	""	""	""	""	""	"27.48"	""	""	""	""	""	""	""	""	"19.03"
"NJR"	"Nurol Portföy Birinci Borçlanma Araçları Fonu"	"Borçlanma Araçları Fonları"	"Diğer Borçlanma Araçları"	"2.681020"	"2"	"0.1388"	"0.9489"	"4.2881"	"13.6185"	"50.3774"	"29.5306"	"59.3961"	"164.5637"	"N/A"	"1.93"	"0.03"	"-0.35"	"0.00"	"0"	"0.00"	"0.00"	"3"	"773257950"	"1621"	"1.25"	"3.65"	"288419267"	"5.77"	"1"	"1"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"58.14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"20.35"	""	"0.10"	"16.96"	""	""	""	"4.45"	""	""	""	""	""	""	""
"NJF"	"Nurol Portföy Altın Fonu"	"Kıymetli Madenler Fonları"	"Kıymetli Madenler Fonları"	"5.607883"	"6"	"-1.1568"	"-2.2740"	"3.9808"	"18.4596"	"53.8552"	"27.4220"	"73.0742"	"413.8214"	"N/A"	"16.26"	"0.22"	"0.80"	"8.76"	"105"	"42.00"	"-7.44"	"3"	"209903109"	"1389"	"1.00"	"2.19"	"37430006"	"0.75"	"1"	"2"	"100"	"Bilgi Yok"	"100"	"Bilgi Yok"	""	"0.84"	""	"0.02"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"79.10"	""	""	"20.04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"MJG"	"Aktif Portföy Gümüş Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Kıymetli Maden Fon Sepeti Fonları"	"4.248310"	"6"	"0.0000"	"-2.3896"	"2.8970"	"22.7134"	"57.2243"	"26.8436"	"66.5508"	"339.4625"	"N/A"	"24.22"	"0.36"	"0.27"	"15.07"	"106"	"42.40"	"-11.17"	"3"	"589560065"	"7638"	"2.00"	"4.38"	"138775206"	"27.76"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"MJB"	"Aktif Portföy Birinci Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"4.158045"	"6"	"0.0000"	"-1.4526"	"-1.2918"	"7.0589"	"28.9588"	"10.2251"	"44.4027"	"272.8817"	"N/A"	"10.24"	"0.23"	"-1.53"	"6.46"	"94"	"37.60"	"-6.47"	"3"	"92465547"	"1424"	"2.00"	"4.38"	"22237746"	"4.45"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"KUT"	"Kuveyt Türk Portföy Kıymetli Madenler Katılım Fonu"	"Katılım Fonları"	"Altın Katılım Fonları"	"5.008655"	"6"	"-1.8183"	"-4.4298"	"1.2468"	"18.0869"	"50.3567"	"23.4861"	"62.5847"	"352.7618"	"N/A"	"19.64"	"0.31"	"0.13"	"11.69"	"101"	"40.40"	"-7.52"	"3"	"1491833848"	"17130"	"1.80"	"2.19"	"297851163"	"0.60"	"1"	"1"	"1"	"1000000000"	"1"	"1000000000"	""	"16.27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"73.06"	""	""	"7.66"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.01"
"KSR"	"Kuveyt Türk Portföy Sürdürülebilirlik Katılım Fonu"	"Katılım Fonları"	"Diğer Katılım Fonları"	"3.036421"	"4"	"2.0814"	"1.1367"	"1.5857"	"7.7070"	"29.0148"	"8.5998"	"41.2495"	"215.3354"	"N/A"	"12.58"	"0.30"	"-1.50"	"8.21"	"104"	"41.60"	"-8.65"	"3"	"315459147"	"5633"	"2.00"	"3.65"	"103891761"	"0.21"	"1"	"3"	"1"	"10000000000"	"1"	"10000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17.95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.42"	""	""	""	""	""	""	""	""	""	""	""	""	"77.80"	""	""	""	"0.83"
"KLU"	"Kuveyt Türk Portföy Para Piyasası Katılım (tl) Fonu"	"Katılım Fonları"	"Katılım Para Piyasası Fonları"	"2.461125"	"1"	"0.1103"	"0.7762"	"3.5327"	"11.2216"	"43.6435"	"24.6738"	"51.3395"	"123.0996"	"N/A"	"1.73"	"0.03"	"-5.05"	"0.00"	"0"	"0.00"	"0.00"	"3"	"39129550651"	"61564"	"1.30"	"1.65"	"15899052309"	"31.80"	"0"	"0"	"1"	"10000000000"	"1"	"10000000000"	""	""	""	"56.51"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"27.51"	""	""	""	""	""	""	""	""	""	"15.98"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"NJY"	"Nurol Portföy Birinci Katılım Fonu"	"Katılım Fonları"	"Diğer Katılım Fonları"	"3.642641"	"2"	"0.1181"	"0.8284"	"3.8288"	"12.3237"	"44.5452"	"26.2982"	"51.5141"	"250.9623"	"N/A"	"2.76"	"0.05"	"-3.11"	"1.28"	"13"	"5.20"	"-0.84"	"3"	"109299110"	"982"	"1.50"	"3.65"	"30005455"	"0.60"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	"19.14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.72"	""	""	""	""	"2.81"	""	""	""	""	""	""	""	""	""	"51.87"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"20.46"
"ITP"	"İş Portföy Teknoloji Karma Fon"	"Karma ve Değişken Fon"	"Karma Fonlar"	"6.281306"	"6"	"1.8847"	"-0.2249"	"3.6767"	"12.9229"	"46.4912"	"19.9262"	"66.5683"	"341.7330"	"N/A"	"14.17"	"0.21"	"0.46"	"9.34"	"87"	"34.80"	"-10.36"	"3"	"838799050"	"15152"	"2.50"	"3.65"	"133538951"	"26.71"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"OTJ"	"Oyak Portföy Kıymetli Madenler Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Kıymetli Maden Fon Sepeti Fonları"	"2.977496"	"6"	"-3.7432"	"-5.5875"	"-0.5363"	"15.1284"	"37.4344"	"19.4539"	"48.1608"	"N/A"	"N/A"	"18.37"	"0.38"	"-0.65"	"11.88"	"101"	"40.40"	"-7.73"	"3"	"475508150"	"11927"	"1.00"	"4.38"	"159700681"	"31.94"	"1"	"2"	"1"	"10000000"	"1"	"10000000"	""	"11.87"	""	""	"6.97"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.94"	""	""	""	""	""	""	""	""	""	""	"65.14"	""	""	""	"9.08"
"PJL"	"Phillip Portföy Para Piyasası Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"2.503382"	"1"	"0.1302"	"0.9087"	"4.0641"	"12.9208"	"48.8126"	"27.6312"	"57.6407"	"144.1833"	"N/A"	"1.92"	"0.03"	"-1.27"	"0.00"	"0"	"0.00"	"0.00"	"3"	"1398092363"	"5286"	"1.50"	"1.65"	"558481521"	"27.92"	"0"	"0"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ZJV"	"Ziraat Portföy BIST 30 Dışı Yıldız Pazar Şirketleri Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"7.056734"	"6"	"2.0267"	"0.4772"	"3.8704"	"-5.7954"	"29.7953"	"-4.3615"	"14.8434"	"546.8146"	"N/A"	"24.10"	"1.62"	"-1.88"	"17.59"	"110"	"44.00"	"-20.86"	"3"	"137081997"	"2093"	"2.25"	"3.65"	"19425700"	"0.02"	"1"	"2"	"100"	"10000000000"	"100"	"10000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"85.37"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.61"	""	""	""	""	""	""	""	""	""	""	"0.02"
"ZJL"	"Ziraat Portföy BIST 100 Dışı Şirketler Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"7.981744"	"7"	"1.9348"	"0.4509"	"4.3901"	"-5.9803"	"29.5002"	"-11.4674"	"16.0675"	"649.2225"	"N/A"	"27.29"	"1.70"	"-1.61"	"19.98"	"108"	"43.20"	"-22.50"	"3"	"275856251"	"4292"	"2.25"	"3.65"	"34560900"	"0.03"	"1"	"2"	"100"	"10000000000"	"100"	"10000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"95.72"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4.27"	""	""	""	""	""	""	""	""	""	""	"0.01"
"ZFB"	"Ak Portföy Fintek Ve Blokzinciri Teknolojileri Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"3.210787"	"6"	"2.4130"	"0.1359"	"3.0753"	"15.8015"	"35.6091"	"6.5736"	"84.1281"	"189.4204"	"N/A"	"18.49"	"0.22"	"1.30"	"11.36"	"109"	"43.60"	"-12.34"	"3"	"517488192"	"23521"	"2.90"	"3.65"	"161171779"	"10.74"	"1"	"3"	"1"	"99000000000"	"1"	"90000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"21.35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.78"	""	""	""	""	""	""	""	"68.87"	""	""	""	""
"YZH"	"TEB Portföy BIST Banka Endeksi Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Endeks Hisse Senedi Fonları"	"7.467165"	"7"	"2.1375"	"-6.4492"	"-11.8148"	"-14.9357"	"34.6152"	"-13.9868"	"47.0098"	"703.9860"	"N/A"	"36.39"	"0.77"	"-0.36"	"23.12"	"119"	"47.60"	"-30.14"	"3"	"755820774"	"10894"	"2.00"	"2.19"	"101219237"	"10.12"	"1"	"2"	"1"	"200000000"	"1"	"200000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"92.71"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.38"	""	""	"6.91"	""	""	""	""	""	""	""	""	""
"YZG"	"Yapı Kredi Portföy Gümüş Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Kıymetli Maden Fon Sepeti Fonları"	"4.852135"	"7"	"-4.1858"	"-7.2645"	"-1.8914"	"19.5032"	"51.7617"	"22.9100"	"62.0663"	"310.5997"	"N/A"	"24.24"	"0.39"	"0.08"	"15.72"	"107"	"42.80"	"-12.65"	"3"	"3756042812"	"45868"	"2.01"	"4.38"	"774101096"	"1.55"	"1"	"3"	"1"	"999999999999999"	"1"	"1000000000000000"	""	"19.32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.43"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.43"	""	""	""	"60.83"	""	""	""	""	"1.99"
"YJK"	"Yapı Kredi Portföy Robotik Ve Yarı İletken Teknolojileri Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"2.624850"	"6"	"1.8268"	"1.3786"	"2.1834"	"14.2914"	"27.5134"	"11.1850"	"49.5364"	"141.8590"	"N/A"	"19.82"	"0.40"	"-0.53"	"13.34"	"107"	"42.80"	"-14.89"	"3"	"362345349"	"10255"	"2.48"	"4.38"	"138044201"	"0.28"	"1"	"3"	"1"	"999999999999999"	"1"	"1000000000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.90"	""	""	""	""	""	""	""	""	""	"0.48"	""	""	""	"76.49"	""	""	""	""	"21.13"
"YJH"	"Yapı Kredi Portföy Temiz Enerji Değişken Fonu"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"2.212899"	"6"	"-2.3914"	"0.1852"	"-0.9950"	"2.5728"	"0.0691"	"-0.9511"	"15.8115"	"102.2830"	"N/A"	"24.27"	"1.53"	"-1.82"	"15.72"	"123"	"49.20"	"-13.07"	"3"	"77804105"	"4075"	"2.48"	"3.65"	"35159356"	"0.07"	"1"	"3"	"1"	"999999999999999"	"1"	"1000000000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.63"	""	""	""	""	"11.88"	""	""	""	""	""	""	""	""	"4.33"	"66.11"	""	""	""	"1.74"
"PDD"	"Qinvest Portföy Katılım Fonu"	"Katılım Fonları"	"Diğer Katılım Fonları"	"3.251771"	"4"	"0.1945"	"0.5988"	"3.0618"	"7.8760"	"37.3394"	"16.4841"	"45.5154"	"179.2567"	"N/A"	"4.70"	"0.10"	"-3.10"	"1.86"	"73"	"29.20"	"-1.17"	"4"	"221719699"	"239"	"2.09"	"3.65"	"68184287"	"6.82"	"1"	"1"	"1"	"100000000"	"1"	"100000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.41"	""	""	""	""	""	""	""	""	"40.01"	""	""	""	""	""	""	""	""	""	"45.68"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.90"
"YHZ"	"Yapı Kredi Portföy BIST Teknoloji Ağırlık Sınırlamalı Endeksi Hisse Senedi Fonu (HSYF)"	"Hisse Senedi Fonları"	"Endeks Hisse Senedi Fonları"	"3.960520"	"7"	"0.2213"	"-1.5992"	"1.0916"	"-9.1443"	"31.3041"	"-17.2027"	"23.8496"	"355.8200"	"N/A"	"29.60"	"1.24"	"-1.22"	"20.62"	"116"	"46.40"	"-29.54"	"3"	"531689243"	"25528"	"2.00"	"2.19"	"134247322"	"0.27"	"1"	"2"	"1"	"999999999999999"	"1"	"1000000000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"95.04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2.61"	""	""	"1.82"	""	""	""	""	""	""	""	""	"0.53"
"YCY"	"İstanbul Portföy Katılım Fon Sepeti Fonu"	"Katılım Fonları"	"Diğer Katılım Fonları"	"N/A"	"3"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"5.55"	"0.15"	"-4.24"	"3.55"	"65"	"26.00"	"-3.56"	"3"	"N/A"	"N/A"	"2.50"	"4.38"	"N/A"	"N/A"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"TJI"	"TEB Portföy İkinci Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"N/A"	"4"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"7.08"	"0.20"	"-3.40"	"4.51"	"89"	"35.60"	"-3.70"	"3"	"N/A"	"N/A"	"2.19"	"4.38"	"N/A"	"N/A"	"1"	"3"	"1"	"200000000"	"1"	"200000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"TGR"	"Ak Portföy Turizm ve Seyahat Sektörü Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"4.866829"	"6"	"3.1940"	"2.6563"	"8.0585"	"17.3761"	"34.0119"	"7.7032"	"51.5662"	"299.3030"	"N/A"	"17.35"	"0.34"	"-0.49"	"11.57"	"99"	"39.60"	"-13.93"	"3"	"149997217"	"8405"	"2.90"	"3.65"	"30820317"	"3.08"	"1"	"3"	"1"	"99000000000"	"1"	"90000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"31.69"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.80"	""	""	""	""	""	""	""	"66.51"	""	""	""	""
"TE4"	"TEB Portföy Birinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"3.020076"	"4"	"0.8834"	"-0.4778"	"0.5491"	"0.2864"	"23.3240"	"5.1841"	"28.4807"	"162.1202"	"N/A"	"7.53"	"0.26"	"-4.20"	"4.98"	"76"	"30.40"	"-6.24"	"3"	"108638183"	"454"	"2.50"	"3.65"	"35972003"	"3.60"	"1"	"2"	"1"	"200000000"	"1"	"200000000"	""	""	"4.21"	"3.27"	""	""	""	""	"10.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.35"	""	"1.22"	"46.70"	""	"9.26"	""	""	""	""	""	""	""	""	"17.74"
"RPD"	"Re-Pıe Portföy Birinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"7.203191"	"3"	"0.3965"	"0.0312"	"2.3236"	"8.9433"	"44.6256"	"17.6537"	"51.9401"	"497.7712"	"N/A"	"6.51"	"0.13"	"-1.25"	"3.00"	"88"	"35.20"	"-3.24"	"3"	"283090026"	"2677"	"1.19"	"3.65"	"39300641"	"4.37"	"1"	"2"	"1"	"99000000000"	"1"	"99000000000"	""	""	"4.43"	""	""	""	""	""	"36.46"	""	""	"0.68"	"18.34"	""	"10.51"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.25"	"3.98"	""	"7.85"	""	""	"5.50"	""	"6.92"	""	""	""	""	""	""	"0.08"
"PPN"	"Nurol Portföy Para Piyasası (TL) Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"2.701679"	"1"	"0.1346"	"0.9297"	"4.1830"	"13.1975"	"51.0264"	"28.5009"	"60.3734"	"158.9266"	"N/A"	"1.96"	"0.03"	"0.15"	"0.00"	"0"	"0.00"	"0.00"	"3"	"19711220629"	"23138"	"0.70"	"1.65"	"7295915985"	"24.32"	"0"	"0"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"2.85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.05"	""	""	"0.03"	"0.16"	""	""	"96.75"	""	""	""	"0.16"	""	""	""	""	""	""	""
"PPB"	"Phillip Portföy Birinci Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"6.588664"	"6"	"3.0471"	"-3.9572"	"-7.5976"	"-11.9022"	"34.0962"	"-14.5239"	"35.1728"	"N/A"	"N/A"	"29.76"	"0.85"	"-0.84"	"19.65"	"123"	"49.20"	"-28.90"	"3"	"330502686"	"4878"	"2.90"	"3.65"	"50162326"	"10.03"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHP"	"Yapı Kredi Portföy Kadıköy Serbest Özel Fon"	"Diğer Serbest Fonlar"	"Diğer - Özel Serbest Fonlar"	"2.362552"	"4"	"2.1405"	"-1.0643"	"-1.5738"	"-4.3039"	"42.4928"	"3.5378"	"47.6697"	"110.7829"	"N/A"	"14.40"	"0.30"	"-0.86"	"8.63"	"105"	"42.00"	"-11.89"	"3"	"708765582"	"1"	"0.20"	""	"300000000"	"0.60"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"8.66"	""	""	""	""	""	"1.84"	""	""	""	""	""	"54.23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"20.48"	""	""	""	"5.95"	""	"2.69"	""	""	"6.15"	""	""	""	""	""	""	""	""	""
"ILZ"	"İş Portföy Temkinli Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"4.344278"	"2"	"0.0573"	"0.5469"	"3.9312"	"12.6022"	"47.9838"	"24.0342"	"58.2343"	"269.6915"	"N/A"	"3.46"	"0.06"	"-0.53"	"1.39"	"30"	"12.00"	"-1.20"	"3"	"837780225"	"7361"	"1.25"	"4.38"	"192846833"	"21.43"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"IKP"	"İş Portföy Yenilenebilir Enerji Karma Fon"	"Karma ve Değişken Fon"	"Karma Fonlar"	"4.100493"	"6"	"-0.8392"	"-0.1843"	"-1.3164"	"6.6121"	"24.3735"	"13.5110"	"40.9044"	"202.1400"	"N/A"	"14.46"	"0.35"	"-1.33"	"8.32"	"107"	"42.80"	"-5.41"	"3"	"327806093"	"11088"	"2.00"	"3.65"	"79943087"	"10.80"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"IKL"	"İş Portföy Sağlık Şirketleri Karma Fon"	"Karma ve Değişken Fon"	"Karma Fonlar"	"6.322777"	"6"	"1.3183"	"0.9017"	"-0.0647"	"3.5701"	"33.5583"	"12.5062"	"47.1472"	"341.3556"	"N/A"	"8.28"	"0.18"	"-1.56"	"4.87"	"90"	"36.00"	"-4.68"	"3"	"307522728"	"9050"	"2.00"	"3.65"	"48637292"	"10.35"	"1"	"3"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"GUM"	"Ak Portföy Gümüş Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Kıymetli Maden Fon Sepeti Fonları"	"4.710147"	"6"	"-4.3145"	"-6.8650"	"-1.7288"	"17.4046"	"48.9765"	"21.1617"	"57.1356"	"301.7036"	"N/A"	"23.81"	"0.42"	"-0.12"	"15.20"	"111"	"44.40"	"-11.60"	"3"	"2078911887"	"43467"	"2.90"	"4.38"	"441368832"	"29.42"	"1"	"3"	"1"	"99000000000"	"1"	"90000000000"	""	"13.00"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.69"	""	""	""	""	""	""	""	""	""	""	""	"4.85"	""	""	""	""	""	""	"68.66"	"0.08"	""	""	""	"3.72"
