Fon Kodu,Fon Adı,Fon Tipi,Fon Türü,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşı (%),1 Yıl (%),3 Yıl (%),5 Yıl (%),İlk Fiyat (TL),Son Fiyat (TL),Günlük Getiri (%),Pay (Adet),Fon Toplam Değer (TL),Kategorisi,Yatırımcı Sayısı (Kişi),Pazar Payı(%),Borsa Yatırım Fonları Katılma Payları(%),Devlet Tahvili(%),Diğer(%),Döviz Cinsi Kamu İç Borçlanma Araçları(%),Finansman Bonosu(%),Gayrimenkul Yatırım Fonları Katılma Payları(%),Girişim Sermayesi Yatırım Fonları Katılma Payları(%),Hazine Bonosu(%),Hisse Senedi(%),Katılma Hesabı(Altın),Katılma Hesabı(TL)(%),Katılma Hesabı(Döviz)(%),Kamu Yurt Dışı Kira Sertifikaları(%),Kamu Dış Borçlanma Araçları(%),Kamu Kira Sertifikaları Döviz (%),Kamu Kira Sertifikaları TL (%),Kıymetli Madenler Cinsinden BYF(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Borçlanma Araçları(%),Kıymetli Madenler(%),Mevduat Döviz(%),Mevduat (TL)(%),Özel Sektör Dış Borçlanma Araçları(%),Özel Sektör Kira Sertifikaları(%),Özel Sektör Tahvili(%),Özel Sektör Yurt Dışı Kira Sertifikaları(%),Repo(%),Takasbank Para Piyasası(%),Ters-Repo(%),Vadeli İşlemler Nakit Teminatları(%),Varlığa Dayalı Menkul Kıymetler (%),Yabancı Borsa Yatırım Fonları(%),Yabancı Hisse Senedi(%),Yabancı Kamu Borçlanma Araçları(%),Yabancı Özel Sektör Borçlanma Araçları(%),Yatırım Fonları Katılma Payları(%),Toplam(%)
NSK,NEO PORTFÖY BİRİNCİ SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2014,12.6075,27.1531,38.6315,58.4978,171.7016,,,3.0645,0.1313,"40,815,421","125,077,229.72",Serbest Fon,57,0.01,,,10.88,,36.83,,,,,,,,,,,,,,,,,30.86,,,20.44,,,,,0.4,,,,,,0.59,100.00
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,7.7598,7.438,23.8405,43.1997,58.4419,,,,2.8262,-0.7620,"224,611,470","634,801,554.97",Fon Sepeti Fonu,"8,023",0.93,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,71.22,,,,8.77,100.00
OJT,QNB FİNANS PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-0.5807,-0.3236,6.8055,29.9351,58.3087,401.5767,,,5.6085,-0.5860,"566,244,611","3,175,757,348.64",Fon Sepeti Fonu,"22,583",4.63,,,,,,,,,14.87,,,,,,,,,,,,,,,,,,,2.42,,,,78.97,,,,3.74,100.00
GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,7.8626,7.7618,24.6907,43.0389,58.2818,343.6725,,,4.5645,-0.7250,"417,459,197","1,905,509,086.30",Fon Sepeti Fonu,"41,623",2.78,13.22,,,,,,,,,,,,,,,,,,,9.84,,,,,,,,6.81,,,,66.39,0.12,,,3.62,100.00
PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.2973,7.0732,19.8626,37.4959,58.0598,123.6946,,,2.4776,0.3449,"119,447,320","295,941,340.36",Serbest Fon,24,0.02,,,,,2.46,,,,1.76,,,,,,,,,,,,,40.96,,,1.69,,,34.26,,2.98,,,,,,15.89,100.00
DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.7535,9.3082,16.1288,27.9718,57.6772,418.0002,837.9599,,14.4115,0.1858,"178,063,728","2,566,173,538.80",Serbest Fon,"1,706",0.13,,,,,,,0.22,,,,,,,14.50,,,,,,,6.76,,73.11,,,,,,,,,,,,0.71,4.7,100.00
OBP,OYAK PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.0244,5.8747,21.4711,43.4102,57.6724,243.7387,383.3306,,0.1165,0.6845,"546,501,708","63,662,816.57",Değişken Fon,"1,249",0.11,,35.47,9.08,,17.89,,,,27.36,,,,,,,,,,,,,,,,5.19,,,2.41,,,,,,,,2.6,100.00
TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.1554,9.8003,26.9203,40.6229,57.6457,227.89,325.587,,325.8790,0.4357,"4,211,110","1,372,312,346.05",Değişken Fon,"11,635",2.39,,22.56,,,1,0.48,,,10.49,,,,,,,,,,,,,,,,12.12,,,,23.65,21.07,,,3.91,1.51,,3.21,100.00
EIB,QİNVEST PORTFÖY DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.0423,9.6108,19.5016,35.2762,57.4824,279.8087,495.9908,,0.3251,-0.0360,"548,211,129","178,213,809.99",Değişken Fon,554,0.31,,5.56,5.29,,17.25,,,,7.16,,,,,,,,,,,,,,,3.32,2.49,,,19.83,18.52,,0.6,,,,,19.98,100.00
PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3662,12.829,28.7017,40.9946,57.4298,148.0423,,,2.5352,0.1282,"6,709,023,995","17,008,523,316.98",Para Piyasası Fonu,"20,477",1.87,,,,,3.94,,,,,,,,,,,,,,,,,,,0.04,0.49,,,3.6,91.79,,0.14,,,,,,100.00
RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.9125,13.5069,28.1878,40.7979,57.3977,,,,2.3053,0.1804,"127,930,411","294,921,228.61",Serbest Fon,146,0.01,,,1.26,,15.62,,,,5.03,,,,,,,,,,,,,,,1.99,34.59,,,0.11,38.67,,1.64,,,,,1.09,100.00
RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3562,12.8791,28.1343,40.2865,57.2502,,,,2.2139,0.1269,"5,074,793,896","11,235,186,733.27",Para Piyasası Fonu,"16,776",1.23,,,,,0.83,,,,,,,,,,,,,,,,,,,,7.41,,,0.24,91.49,,0.03,,,,,,100.00
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2731,12.572,27.9665,41.0341,57.2256,144.8061,,,3.0977,0.1297,"436,803,881","1,353,066,995.73",Serbest Fon,"1,779",0.07,,,1.94,,1.66,,,,,,,,,,,,,,,,,92.24,,,,,,1.53,,,2.63,,,,,,100.00
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.4639,0.3623,4.0397,21.4614,57.138,,,,4.0015,1.7003,"195,105,598","780,708,117.58",Değişken Fon,"22,747",1.36,,,,,,,1.32,,28.89,,,,,,,,,,,,3.47,0.12,,,,,,,0.51,0.04,,2.53,62.5,,,0.62,100.00
IJZ,İŞ PORTFÖY SİBER GÜVENLİK TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-4.1232,1.714,1.1732,23.9913,57.1155,502.5807,,,6.6172,1.6301,"111,606,157","738,525,171.77",Değişken Fon,"22,533",1.29,,,,,,,,,30.88,,,,,,,,,,,,,,,,,,,,1.99,1.75,,,65.38,,,,100.00
NVB,NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.2947,12.5867,28.3184,40.4096,57.0657,,,,2.1522,0.1268,"4,022,410,565","8,656,993,677.73",Para Piyasası Fonu,"12,638",0.95,,,0.41,,3.47,,,,,,,,,,,,,,,,,22.91,,,1.28,,,,71.93,,,,,,,,100.00
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3463,12.7542,28.3765,40.2557,56.9747,,,,1.7712,0.1276,"2,097,054,091","3,714,236,779.97",Para Piyasası Fonu,"3,583",0.41,,,,,2.83,,,,,,,,,,,,,,,,,,,,2.62,,,22.73,71.82,,,,,,,,100.00
HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.8456,7.9446,27.3075,40.8308,56.9484,226.3557,,,0.0385,0.2657,"73,990,750,178","2,847,640,006.49",Serbest Fon,"8,270",0.14,3.74,,,,,,,,81.98,,,,,,,,,,,,,,,,,,,4.11,,10.17,,,,,,,100.00
ACD,İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.9347,3.1996,28.1569,48.3796,56.829,657.3715,1232.6022,,3.5568,1.1938,"44,402,834","157,933,524.78",Değişken Fon,"1,744",0.28,,0.11,38.36,,,,,,55.98,,,,,,,,,,,,,,,0.81,2.79,,,1.26,,0.69,,,,,,,100.00
HYV,HEDEF PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3335,12.7005,28.2761,40.2937,56.8147,149.7544,,,2.8022,0.1314,"2,925,143,051","8,196,848,380.07",Para Piyasası Fonu,"11,508",0.90,,,0.75,,8.34,,,,,,,,,,,,,,,,,25.83,,,3.71,,,2.59,58.55,,0.23,,,,,,100.00
PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3155,12.6839,28.2329,40.3588,56.7871,146.7224,,,2.9558,0.1295,"6,846,824,142","20,237,937,211.79",Para Piyasası Fonu,"13,021",2.22,,,,,1.31,,,,,,,,,,,,,,,,,25.15,,,0.01,,,19.12,54.41,,,,,,,,100.00
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,3.2863,7.7291,25.1948,39.9968,56.7159,248.5695,366.147,,6.3158,0.7858,"37,982,313","239,886,794.18",Değişken Fon,"3,297",0.42,,8.23,,,16.59,,,,22.82,,,,,,,,,1.25,,,0.38,1.83,,0.53,10.17,,,15.4,,8.51,,14.29,,,,,100.00
DCB,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.3273,12.6893,27.897,39.9254,56.6994,,,,2.1170,0.1303,"24,097,592,863","51,015,119,043.51",Serbest Fon,"5,127",2.58,,,0.09,,1.04,,,,,,,,,,,,,,,,,82.29,,0.07,0.7,,,,15.78,,0.03,,,,,,100.00
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3692,12.767,28.3542,40.6535,56.6758,139.4779,,,2.9076,0.1281,"26,571,993,105","77,261,853,419.15",Para Piyasası Fonu,"40,830",8.47,,0.03,,,0.14,,,,,,,,,,,,,,,,,7.92,,0.03,0.05,,,,91.83,,,,,,,,100.00
DMG,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,7.5,7.5761,22.0084,39.8065,56.6584,,,,2.4242,1.2810,"195,003,672","472,724,376.95",Fon Sepeti Fonu,"8,308",0.68,15.8,,,,,,,,0.06,,,,,,,,,,,1.3,0.11,1.48,,,,,,14.43,,0.04,,58.05,,,,8.73,100.00
NRG,NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3435,12.7353,28.0326,40.0556,56.6031,,,,2.4649,0.1300,"1,551,353,969","3,823,973,763.73",Para Piyasası Fonu,"4,217",0.42,,,0.61,,8.31,,,,,,,,,,,,,,,,,23.13,,,2.79,,,,65.16,,,,,,,,100.00
NZT,NEO PORTFÖY PARA PİYASASI SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2442,12.4509,27.6184,39.5714,56.5242,108.8931,,,2.7236,0.1273,"1,019,840,115","2,777,607,548.10",Serbest Fon,199,0.14,,,0.73,,8.08,,,,,,,,,,,,,,,,,59.6,,,2.41,,,,29.18,,,,,,,,100.00
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,1.0554,5.625,12.2183,34.0891,56.3984,392.2117,864.4684,,0.7579,2.0646,"5,732,786,289","7,345,085,471.30",Hisse Senedi Fonu,"45,755",2.50,,,,,,0.19,0.54,,,,,,,,,,,,,,,,,,,,,,1.89,3.04,,13.62,80.37,0.02,0.22,0.11,100.00
UP2,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2673,12.6359,27.9359,39.8305,56.3309,,,,1.8929,0.1261,"196,735,363","372,405,686.20",Serbest Fon,191,0.02,,,,,12.48,,,,,,,,,,,,,,,,,,,,,,,0.12,79.79,,7.61,,,,,,100.00
GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,2.109,6.3826,17.6726,32.7959,56.2893,,,,4.3062,1.5182,"11,435,252","49,242,515.64",Değişken Fon,"1,456",0.09,,,,,,,,,30.20,,,,,,,,,,,,,,,,,,,3.61,,3.36,,0.84,61.99,,,,100.00
IJV,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3484,12.7942,27.8612,39.7976,56.289,135.1472,,,2.4989,0.1314,"2,957,316,342","7,390,170,040.99",Para Piyasası Fonu,"3,139",0.81,,,,,2.53,,,,,,,,,,,,,,,,,0.11,,0.32,0.76,,,,96.28,,,,,,,,100.00
IJA,INVEO PORTFÖY ATAK DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.8242,5.3157,21.427,38.8962,56.1757,637.831,,,7.5063,0.9624,"27,273,258","204,719,981.78",Değişken Fon,"1,006",0.36,,20.35,,,,,,,31.34,,,,,,,,5.72,,,,,,,,1.99,,,,36.91,3.69,,,,,,,100.00
FZP,FİBA PORTFÖY SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,3.9479,13.3705,28.3655,41.7418,56.123,162.6404,,,3.1401,0.1811,"124,714,289","391,614,879.00",Serbest Fon,435,0.02,,6.72,9.32,,5.52,,0.42,,2.40,,,,,,,,,,,,,65.59,,,,,,2.49,,,7.54,,,,,,100.00
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2825,12.5185,27.8876,39.8896,56.1116,141.5624,,,3.1082,0.1250,"122,949,482","382,152,620.48",Serbest Fon,276,0.02,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,99.97,,,,,,,,100.00
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,2.1015,6.6967,24.706,40.4603,55.9868,316.9297,,,0.0000,-100.0000,,,Fon Sepeti Fonu,,,,6.10,,0.40,,,,,2.41,,,,,,,,,,,,,,,,,,,,,7.04,,14.4,,,,69.65,100.00
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,4.2916,12.7147,27.7873,39.6447,55.9077,,,,0.0000,-100.0000,,,Borçlanma Araçları Fonu,0,0.00,,,13.96,,48.24,,,,,,,,,,,,,,,,,0.01,,,17.53,,,2.49,,,,,,,,17.77,100.00
OKP,OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,4.0943,12.0615,26.6956,40.6093,55.9021,125.3553,192.0732,,2.9602,0.3954,"11,894,674","35,210,543.31",Borçlanma Araçları Fonu,0,0.08,,30.02,,,47.96,,,,,,,,,,,,,,,,,,,,4.78,,,0.57,16.67,,,,,,,,100.00
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3645,12.7299,27.7852,39.8571,55.8914,137.8185,,,2.7400,0.3935,"4,519,423,826","12,383,425,952.06",Para Piyasası Fonu,"5,597",1.73,,,,,0.04,,,,,,0.22,,,,,,,,,,,1.76,,0.05,0.16,,,1.5,96.27,,,,,,,,100.00
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,3.5103,7.3355,23.4756,38.5911,55.8701,258.7102,412.1729,,0.0000,-100.0000,,,Değişken Fon,0,0.00,,7.78,,,10.62,,,,23.94,,,,,,,0.65,,1.69,,,0.16,1.66,,0.6,15.25,,,2.25,,16.13,0.68,18.59,,,,,100.00
EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-0.3507,5.5304,20.3666,38.3394,55.8181,,,,1.8607,0.0000,"104,492,973","194,425,629.92",Serbest Fon,247,0.01,,18.18,,,,,,,37.47,,,,,,,,,,,,,,,,15.07,,,,1.42,13.16,,,,6.09,,8.61,100.00
NJR,NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,4.4741,13.2181,28.3507,40.0415,55.812,,,,2.5202,0.4181,"144,268,056","363,579,745.91",Borçlanma Araçları Fonu,883,0.82,,,,,82.23,,,,,,,,,,,,,,,,,,,0.34,7.64,,,0.12,8,,1.67,,,,,,100.00
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3049,12.6154,28.3235,40.4934,55.8107,,,,0.0000,-100.0000,,,Para Piyasası Fonu,"4,249",0.00,,,,,0.36,,,,,,0.11,,,,,,,,,,,14.9,,,2.39,,,,82.24,,,,,,,,100.00
ZBJ,ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3458,12.7374,28.3691,40.2742,55.7539,,,,2.3113,0.3912,"12,402,377,474","28,666,159,268.08",Para Piyasası Fonu,"20,941",3.25,,,,,0.17,,,,,,,,,,,,,,,,,6.71,,,0.14,,,,92.85,,0.13,,,,,,100.00
NJG,NUROL PORTFÖY BİRİNCİ SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.2152,12.8436,27.7145,39.4407,55.7496,,,,2.4746,0.3770,"53,694,635","132,874,648.09",Serbest Fon,17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,99.58,,,,,,,,100.00
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3542,12.7645,27.971,39.917,55.7441,,,,2.0980,0.3988,"346,716,245","727,400,448.62",Para Piyasası Fonu,"1,298",0.08,,,2.45,,4.96,,,,,,,,,,,,,,,,,8.31,,,5.25,,,0.09,78.94,,,,,,,,100.00
HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,3.369,11.3685,27.2037,37.9874,55.7361,,,,1.7005,-0.0719,"79,587,067","135,336,182.12",Serbest Fon,229,0.01,,,,,,,,,104.44,,,,,,,,,,,,,0.08,,,,,,-16.03,,11.51,,,,,,,100.00
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,0.8524,3.2402,22.4539,38.1507,55.6703,,,,0.0000,-100.0000,,,Fon Sepeti Fonu,"8,284",0.00,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,19.84,,,,62.75,100.00
HVT,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.2885,12.6072,27.1148,38.9342,55.6693,,,,2.0371,0.3892,"682,145,311","1,389,245.65",Para Piyasası Fonu,"1,238",0.15,,,,,15.54,,,,,,,,,,,,,,,,,,,,,,,19.35,65.11,,,,,,,,100.00
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.3822,4.8419,15.4156,34.4092,55.6663,303.2219,515.0057,,11.3148,-0.1968,"21,536,566","243,682,604.54",Değişken Fon,571,0.43,,,1.58,10.17,,,,,4.28,,,,,,,,,,,,2.05,,,,,,,0.36,42.1,,,,39.46,,,,100.00
OSD,OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,4.242,12.5055,26.8999,38.7002,55.6499,151.2399,253.1432,,6.2791,0.4126,"28,955,824","181,817,030.97",Borçlanma Araçları Fonu,676,0.21,,,0.27,,52.31,,,,,,,,,,,,,,,,,,,6.26,33.17,,,5.52,,,2.47,,,,,,100.00
AC4,PARDUS PORTFÖY PARA PİYASASI (TL) FON,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3013,12.1408,26.9699,38.9087,55.6269,,,,1.7466,0.4180,"255,836,041","446,846,064.10",Para Piyasası Fonu,"1,661",0.05,,,2.47,,22.69,,,,,,,,,,,,,,,,,,,,,,,4.72,66.89,,3.23,,,,,,100.00
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,3.8767,12.1499,26.6994,39.2291,55.607,156.9957,249.3607,,5.2216,0.3964,"24,971,006","130,389,757.47",Borçlanma Araçları Fonu,692,0.15,,,,,63.62,,3.47,,,,,,,,,,,,,,,,,,17.33,,,,,,,,,,,15.58,100.00
RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.1085,4.9044,29.0801,44.1921,55.5304,,,,5.3341,0.1162,"21,304,507","113,640,062.62",Serbest Fon,173,0.01,,,1.84,,17.17,,11.24,,21.68,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,2.77,100.00
ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.5273,-3.4129,29.3912,51.0863,55.4968,919.7998,1613.8642,,29.4270,-0.6694,"8,935,203","262,936,082.06",Hisse Senedi Fonu,"2,203",0.15,,,,,,,,,91.54,,,,,,,,,,,,,0.77,,,,,,,,4.09,,,,,,3.6,100.00
EID,QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.035,-2.5796,15.1203,40.4347,55.449,900.6711,2144.3338,,1.3473,0.0396,"229,658,114","309,422,561.75",Hisse Senedi Fonu,"5,770",0.18,,,,,,,,,89.25,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,9.94,100.00
NVT,NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.269,12.4447,27.1821,38.7645,55.4322,,,,2.1158,0.3727,"112,997,481","239,080,897.68",Serbest Fon,46,0.01,,,1.35,,30.41,,,,,,,,,,,,,,,,,0.36,,,17.3,,,,50.36,,,,,,,0.22,100.00
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,2.2323,8.384,24.1799,38.6205,55.4104,231.211,384.1469,,0.0000,-100.0000,,,Fon Sepeti Fonu,"10,658",0.00,,,0.02,,,0.45,4.06,,,,,,,,,,,,,,,2.05,,,4.14,,,0.24,,4.37,,5.21,,,,79.46,100.00
EIC,QİNVEST PORTFÖY İKİNCİ DEĞİŞKEN FONU,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.9051,9.7534,19.4485,35.9052,55.3763,350.4565,591.3474,,0.1212,0.3253,"3,711,797,450","449,852,087.33",Değişken Fon,405,0.79,,5.50,3.14,,12.6,,,,10.30,,,,,,,,,,,,,,,10.14,2.44,,,19.71,15.97,,0.26,,,,,19.94,100.00
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,3.167,10.3095,17.5953,29.3618,55.3061,421.2134,803.7985,,0.2422,0.0702,"6,387,424,700","1,546,809,677.50",Borçlanma Araçları Fonu,"18,120",1.77,,,,,,,,,,,,,,49.92,,,,,,,0.35,0.11,36.42,,,,,4.72,,,,,,,1.42,7.06,100.00
FIL,FİBA PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.2367,12.4524,27.5341,39.474,55.2407,137.0057,208.5809,,0.1671,0.3899,"72,396,094,301","12,096,917,111.76",Para Piyasası Fonu,"19,821",1.32,,,2.21,,5.32,,,,,,,,,,,,,,,,,12.47,,,,,,6.4,72.25,,1.35,,,,,,100.00
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,Menkul Kıymet Yatırım Fonları,Para Piyasası Şemsiye Fonu,4.3049,12.6068,27.8318,39.8133,55.2065,135.5092,205.5996,,3.1820,0.3890,"413,270,795","1,315,032,068.69",Para Piyasası Fonu,"1,135",0.14,,,,,6.46,,,,,,,,,,,,,,,,,,,0.18,,,,0.03,91.01,,2.32,,,,,,100.00
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,3.241,9.2241,23.7413,37.915,55.1469,276.7415,,,4.0937,0.4767,"140,774,436","576,282,699.95",Fon Sepeti Fonu,"6,315",1.13,,11.48,,,,1.08,1.46,,,,,,,,,,2.74,,,,,,,,3.65,,,,0.35,3.37,,5.87,,,,70,100.00
